type	latitude	longitude	altitude (m)	name
T	11.961580396	108.248741207	1346.1	
T	11.961580396	108.248971027	1347.5	
T	11.961580396	108.249200848	1348.4	
T	11.961580396	108.249430668	1346.4	
T	11.961580396	108.249660489	1344.4	
T	11.961580396	108.249890309	1342.5	
T	11.961580396	108.250120130	1340.4	
T	11.961580396	108.250349950	1338.2	
T	11.961580395	108.250579771	1336.1	
T	11.961580395	108.250809591	1333.9	
T	11.961580395	108.251039412	1333.1	
T	11.961580395	108.251269233	1332.4	
T	11.961580395	108.251499053	1331.8	
T	11.961580395	108.251728874	1330.9	
T	11.961580395	108.251958694	1329.5	
T	11.961580395	108.252188515	1328.2	
T	11.961580395	108.252418335	1326.8	
T	11.961580395	108.252648156	1326.9	
T	11.961580395	108.252877976	1327.8	
T	11.961580394	108.253107797	1328.7	
T	11.961580394	108.253337617	1329.5	
T	11.961580394	108.253567438	1326.6	
T	11.961580394	108.253797258	1323.8	
T	11.961580394	108.254027079	1320.9	
T	11.961580394	108.254256900	1319.6	
T	11.961580394	108.254486720	1320.9	
T	11.961580394	108.254716541	1322.1	
T	11.961580394	108.254946361	1323.3	
T	11.961580394	108.255176182	1322.5	
T	11.961580394	108.255406002	1321.1	
T	11.961580393	108.255635823	1319.7	
T	11.961580393	108.255865643	1318.8	
T	11.961580393	108.256095464	1320.9	
T	11.961580393	108.256325284	1323.1	
T	11.961580393	108.256555105	1325.3	
T	11.961580393	108.256784926	1328.1	
T	11.961580393	108.257014746	1331.6	
T	11.961580393	108.257244567	1335.0	
T	11.961580393	108.257474387	1338.4	
T	11.961580393	108.257704208	1337.4	
T	11.961580392	108.257934028	1335.8	
T	11.961580392	108.258163849	1334.1	
T	11.961580392	108.258393669	1332.4	
T	11.961580392	108.258623490	1330.6	
T	11.961580392	108.258853310	1328.7	
T	11.961580392	108.259083131	1326.8	
T	11.961580392	108.259312951	1324.0	
T	11.961580392	108.259542772	1320.7	
T	11.961580392	108.259772593	1317.4	
T	11.961580392	108.260002413	1314.1	
T	11.961580392	108.260232234	1312.8	
T	11.961580391	108.260462054	1311.4	
T	11.961580391	108.260691875	1310.1	
T	11.961580391	108.260921695	1309.5	
T	11.961580391	108.261151516	1309.8	
T	11.961580391	108.261381336	1310.1	
T	11.961580391	108.261611157	1310.4	
T	11.961580391	108.261840977	1312.6	
T	11.961580391	108.262070798	1315.4	
T	11.961580391	108.262300619	1318.2	
T	11.961580391	108.262530439	1321.1	
T	11.961580391	108.262760260	1324.4	
T	11.961580390	108.262990080	1327.8	
T	11.961580390	108.263219901	1331.1	
T	11.961580390	108.263449721	1333.3	
T	11.961580390	108.263679542	1334.4	
T	11.961580390	108.263909362	1335.5	
T	11.961580390	108.264139183	1336.6	
T	11.961580390	108.264369003	1334.1	
T	11.961580390	108.264598824	1331.2	
T	11.961580390	108.264828644	1328.3	
T	11.961580390	108.265058465	1324.1	
T	11.961580389	108.265288286	1316.0	
T	11.961580389	108.265518106	1307.9	
T	11.961580389	108.265747927	1299.8	
T	11.961580389	108.265977747	1291.6	
T	11.961580389	108.266207568	1283.3	
T	11.961580389	108.266437388	1275.1	
T	11.961580389	108.266667209	1266.9	
T	11.961580389	108.266897029	1258.4	
T	11.961580389	108.267126850	1249.9	
T	11.961580389	108.267356670	1241.5	
T	11.961580389	108.267586491	1231.9	
T	11.961580388	108.267816312	1220.5	
T	11.961580388	108.268046132	1209.1	
T	11.961580388	108.268275953	1197.7	
T	11.961580388	108.268505773	1186.0	
T	11.961580388	108.268735594	1174.1	
T	11.961580388	108.268965414	1162.2	
T	11.961580388	108.269195235	1151.1	
T	11.961580388	108.269425055	1146.0	
T	11.961580388	108.269654876	1140.8	
T	11.961580388	108.269884696	1135.7	
T	11.961580388	108.270114517	1136.4	
T	11.961580387	108.270344337	1143.2	
T	11.961580387	108.270574158	1149.9	
T	11.961580387	108.270803979	1156.6	
T	11.961580387	108.271033799	1166.0	
T	11.961580387	108.271263620	1175.9	
T	11.961580387	108.271493440	1185.7	
T	11.961580387	108.271723261	1195.6	
T	11.961580387	108.271953081	1205.5	
T	11.961580387	108.272182902	1215.5	
T	11.961580387	108.272412722	1225.4	
T	11.961580387	108.272642543	1235.4	
T	11.961580386	108.272872363	1245.6	
T	11.961580386	108.273102184	1255.7	
T	11.961580386	108.273332005	1265.8	
T	11.961580386	108.273561825	1273.2	
T	11.961580386	108.273791646	1280.5	
T	11.961580386	108.274021466	1287.8	
T	11.961580386	108.274251287	1291.3	
T	11.961580386	108.274481107	1288.4	
T	11.961580386	108.274710928	1285.5	
T	11.961580386	108.274940748	1282.6	
T	11.961580385	108.275170569	1279.7	
T	11.961580385	108.275400389	1276.8	
T	11.961580385	108.275630210	1273.9	
T	11.961580385	108.275860030	1271.8	
T	11.961580385	108.276089851	1276.2	
T	11.961580385	108.276319672	1280.5	
T	11.961580385	108.276549492	1284.9	
T	11.961580385	108.276779313	1284.9	
T	11.961580385	108.277009133	1280.4	
T	11.961580385	108.277238954	1275.8	
T	11.961580385	108.277468774	1271.2	
T	11.961580384	108.277698595	1262.2	
T	11.961580384	108.277928415	1252.5	
T	11.961580384	108.278158236	1242.8	
T	11.961580384	108.278388056	1233.2	
T	11.961580384	108.278617877	1224.0	
T	11.961580384	108.278847698	1214.8	
T	11.961580384	108.279077518	1205.6	
T	11.961580384	108.279307339	1202.0	
T	11.961580384	108.279537159	1202.0	
T	11.961580384	108.279766980	1202.0	
T	11.961580384	108.279996800	1202.0	
T	11.961580383	108.280226621	1211.6	
T	11.961580383	108.280456441	1221.3	
T	11.961580383	108.280686262	1231.0	
T	11.961580383	108.280916082	1241.3	
T	11.961580383	108.281145903	1252.4	
T	11.961580383	108.281375723	1263.5	
T	11.961580383	108.281605544	1274.7	
T	11.961580383	108.281835365	1284.0	
T	11.961580383	108.282065185	1292.6	
T	11.961580383	108.282295006	1301.2	
T	11.961580382	108.282524826	1309.0	
T	11.961580382	108.282754647	1310.3	
T	11.961580382	108.282984467	1311.5	
T	11.961580382	108.283214288	1312.7	
T	11.961355552	108.237480000	1088.0	
T	11.961355552	108.237709820	1085.5	
T	11.961355552	108.237939641	1083.2	
T	11.961355551	108.238169461	1080.9	
T	11.961355551	108.238399281	1078.3	
T	11.961355551	108.238629102	1074.9	
T	11.961355551	108.238858922	1071.5	
T	11.961355551	108.239088742	1068.1	
T	11.961355551	108.239318563	1067.2	
T	11.961355551	108.239548383	1067.6	
T	11.961355551	108.239778204	1068.0	
T	11.961355551	108.240008024	1068.6	
T	11.961355551	108.240237844	1075.9	
T	11.961355550	108.240467665	1083.3	
T	11.961355550	108.240697485	1090.6	
T	11.961355550	108.240927305	1099.2	
T	11.961355550	108.241157126	1109.5	
T	11.961355550	108.241386946	1119.8	
T	11.961355550	108.241616766	1130.1	
T	11.961355550	108.241846587	1140.1	
T	11.961355550	108.242076407	1150.1	
T	11.961355550	108.242306227	1160.1	
T	11.961355550	108.242536048	1170.3	
T	11.961355550	108.242765868	1181.2	
T	11.961355549	108.242995688	1192.1	
T	11.961355549	108.243225509	1203.1	
T	11.961355549	108.243455329	1212.4	
T	11.961355549	108.243685149	1220.4	
T	11.961355549	108.243914970	1228.4	
T	11.961355549	108.244144790	1236.4	
T	11.961355549	108.244374611	1243.1	
T	11.961355549	108.244604431	1249.8	
T	11.961355549	108.244834251	1256.5	
T	11.961355549	108.245064072	1261.2	
T	11.961355549	108.245293892	1261.1	
T	11.961355548	108.245523712	1261.0	
T	11.961355548	108.245753533	1260.8	
T	11.961355548	108.245983353	1265.6	
T	11.961355548	108.246213173	1273.0	
T	11.961355548	108.246442994	1280.4	
T	11.961355548	108.246672814	1287.9	
T	11.961355548	108.246902634	1296.2	
T	11.961355548	108.247132455	1304.6	
T	11.961355548	108.247362275	1313.0	
T	11.961355548	108.247592095	1320.7	
T	11.961355548	108.247821916	1327.6	
T	11.961355547	108.248051736	1334.5	
T	11.961355547	108.248281556	1341.3	
T	11.961355547	108.248511377	1343.9	
T	11.961355547	108.248741197	1345.3	
T	11.961355547	108.248971018	1346.7	
T	11.961355547	108.249200838	1347.7	
T	11.961355547	108.249430658	1346.3	
T	11.961355547	108.249660479	1344.9	
T	11.961355547	108.249890299	1343.5	
T	11.961355547	108.250120119	1341.8	
T	11.961355546	108.250349940	1339.8	
T	11.961355546	108.250579760	1337.8	
T	11.961355546	108.250809580	1335.8	
T	11.961355546	108.251039401	1334.1	
T	11.961355546	108.251269221	1332.4	
T	11.961355546	108.251499041	1330.6	
T	11.961355546	108.251728862	1328.8	
T	11.961355546	108.251958682	1326.8	
T	11.961355546	108.252188502	1324.8	
T	11.961355546	108.252418323	1322.7	
T	11.961355546	108.252648143	1322.7	
T	11.961355545	108.252877964	1323.7	
T	11.961355545	108.253107784	1324.8	
T	11.961355545	108.253337604	1325.7	
T	11.961355545	108.253567425	1323.3	
T	11.961355545	108.253797245	1320.9	
T	11.961355545	108.254027065	1318.5	
T	11.961355545	108.254256886	1317.3	
T	11.961355545	108.254486706	1318.1	
T	11.961355545	108.254716526	1318.8	
T	11.961355545	108.254946347	1319.6	
T	11.961355545	108.255176167	1318.6	
T	11.961355544	108.255405987	1317.2	
T	11.961355544	108.255635808	1315.7	
T	11.961355544	108.255865628	1314.7	
T	11.961355544	108.256095448	1316.8	
T	11.961355544	108.256325269	1318.9	
T	11.961355544	108.256555089	1321.0	
T	11.961355544	108.256784909	1323.6	
T	11.961355544	108.257014730	1326.7	
T	11.961355544	108.257244550	1329.7	
T	11.961355544	108.257474371	1332.8	
T	11.961355543	108.257704191	1331.8	
T	11.961355543	108.257934011	1330.2	
T	11.961355543	108.258163832	1328.7	
T	11.961355543	108.258393652	1327.1	
T	11.961355543	108.258623472	1325.4	
T	11.961355543	108.258853293	1323.6	
T	11.961355543	108.259083113	1321.9	
T	11.961355543	108.259312933	1319.6	
T	11.961355543	108.259542754	1316.9	
T	11.961355543	108.259772574	1314.3	
T	11.961355543	108.260002394	1311.6	
T	11.961355542	108.260232215	1309.8	
T	11.961355542	108.260462035	1308.0	
T	11.961355542	108.260691855	1306.1	
T	11.961355542	108.260921676	1305.2	
T	11.961355542	108.261151496	1305.6	
T	11.961355542	108.261381316	1305.9	
T	11.961355542	108.261611137	1306.3	
T	11.961355542	108.261840957	1308.1	
T	11.961355542	108.262070778	1310.3	
T	11.961355542	108.262300598	1312.5	
T	11.961355542	108.262530418	1315.0	
T	11.961355541	108.262760239	1319.1	
T	11.961355541	108.262990059	1323.3	
T	11.961355541	108.263219879	1327.5	
T	11.961355541	108.263449700	1330.4	
T	11.961355541	108.263679520	1332.2	
T	11.961355541	108.263909340	1333.9	
T	11.961355541	108.264139161	1335.7	
T	11.961355541	108.264368981	1333.0	
T	11.961355541	108.264598801	1329.7	
T	11.961355541	108.264828622	1326.5	
T	11.961355540	108.265058442	1321.9	
T	11.961355540	108.265288262	1313.5	
T	11.961355540	108.265518083	1305.1	
T	11.961355540	108.265747903	1296.6	
T	11.961355540	108.265977723	1287.5	
T	11.961355540	108.266207544	1277.9	
T	11.961355540	108.266437364	1268.4	
T	11.961355540	108.266667185	1258.8	
T	11.961355540	108.266897005	1249.8	
T	11.961355540	108.267126825	1240.8	
T	11.961355540	108.267356646	1231.8	
T	11.961355539	108.267586466	1222.1	
T	11.961355539	108.267816286	1211.2	
T	11.961355539	108.268046107	1200.4	
T	11.961355539	108.268275927	1189.5	
T	11.961355539	108.268505747	1178.9	
T	11.961355539	108.268735568	1168.3	
T	11.961355539	108.268965388	1157.8	
T	11.961355539	108.269195208	1148.3	
T	11.961355539	108.269425029	1146.3	
T	11.961355539	108.269654849	1144.2	
T	11.961355539	108.269884669	1142.2	
T	11.961355538	108.270114490	1144.7	
T	11.961355538	108.270344310	1151.6	
T	11.961355538	108.270574131	1158.5	
T	11.961355538	108.270803951	1165.4	
T	11.961355538	108.271033771	1174.1	
T	11.961355538	108.271263592	1183.1	
T	11.961355538	108.271493412	1192.1	
T	11.961355538	108.271723232	1201.1	
T	11.961355538	108.271953053	1210.3	
T	11.961355538	108.272182873	1219.4	
T	11.961355538	108.272412693	1228.6	
T	11.961355537	108.272642514	1237.8	
T	11.961355537	108.272872334	1247.1	
T	11.961355537	108.273102154	1256.3	
T	11.961355537	108.273331975	1265.6	
T	11.961355537	108.273561795	1273.3	
T	11.961355537	108.273791615	1281.0	
T	11.961355537	108.274021436	1288.6	
T	11.961355537	108.274251256	1292.8	
T	11.961355537	108.274481076	1290.9	
T	11.961355537	108.274710897	1289.1	
T	11.961355536	108.274940717	1287.2	
T	11.961355536	108.275170538	1284.8	
T	11.961355536	108.275400358	1282.2	
T	11.961355536	108.275630178	1279.5	
T	11.961355536	108.275859999	1277.6	
T	11.961355536	108.276089819	1281.2	
T	11.961355536	108.276319639	1284.7	
T	11.961355536	108.276549460	1288.3	
T	11.961355536	108.276779280	1287.7	
T	11.961355536	108.277009100	1282.8	
T	11.961355536	108.277238921	1277.8	
T	11.961355535	108.277468741	1272.9	
T	11.961355535	108.277698561	1264.3	
T	11.961355535	108.277928382	1255.1	
T	11.961355535	108.278158202	1245.9	
T	11.961355535	108.278388022	1236.6	
T	11.961355535	108.278617843	1227.2	
T	11.961355535	108.278847663	1217.8	
T	11.961355535	108.279077483	1208.4	
T	11.961355535	108.279307304	1204.7	
T	11.961355535	108.279537124	1204.7	
T	11.961355535	108.279766945	1204.7	
T	11.961355534	108.279996765	1204.7	
T	11.961355534	108.280226585	1214.5	
T	11.961355534	108.280456406	1224.3	
T	11.961355534	108.280686226	1234.2	
T	11.961355534	108.280916046	1244.3	
T	11.961355534	108.281145867	1255.0	
T	11.961355534	108.281375687	1265.7	
T	11.961355534	108.281605507	1276.4	
T	11.961355534	108.281835328	1285.2	
T	11.961355534	108.282065148	1293.3	
T	11.961355533	108.282294968	1301.4	
T	11.961355533	108.282524789	1308.6	
T	11.961355533	108.282754609	1308.7	
T	11.961355533	108.282984429	1308.9	
T	11.961355533	108.283214250	1309.0	
T	11.961130703	108.237480000	1080.5	
T	11.961130703	108.237709820	1077.5	
T	11.961130702	108.237939640	1074.8	
T	11.961130702	108.238169460	1072.1	
T	11.961130702	108.238399281	1069.5	
T	11.961130702	108.238629101	1067.2	
T	11.961130702	108.238858921	1064.9	
T	11.961130702	108.239088741	1062.6	
T	11.961130702	108.239318561	1063.4	
T	11.961130702	108.239548381	1065.9	
T	11.961130702	108.239778202	1068.4	
T	11.961130702	108.240008022	1071.1	
T	11.961130701	108.240237842	1080.1	
T	11.961130701	108.240467662	1089.2	
T	11.961130701	108.240697482	1098.2	
T	11.961130701	108.240927302	1108.1	
T	11.961130701	108.241157123	1119.0	
T	11.961130701	108.241386943	1130.0	
T	11.961130701	108.241616763	1141.0	
T	11.961130701	108.241846583	1151.1	
T	11.961130701	108.242076403	1160.9	
T	11.961130701	108.242306223	1170.8	
T	11.961130701	108.242536044	1180.6	
T	11.961130700	108.242765864	1190.3	
T	11.961130700	108.242995684	1199.9	
T	11.961130700	108.243225504	1209.6	
T	11.961130700	108.243455324	1217.6	
T	11.961130700	108.243685144	1224.2	
T	11.961130700	108.243914964	1230.7	
T	11.961130700	108.244144785	1237.3	
T	11.961130700	108.244374605	1242.5	
T	11.961130700	108.244604425	1247.6	
T	11.961130700	108.244834245	1252.7	
T	11.961130700	108.245064065	1256.5	
T	11.961130699	108.245293885	1256.6	
T	11.961130699	108.245523706	1256.8	
T	11.961130699	108.245753526	1256.9	
T	11.961130699	108.245983346	1262.5	
T	11.961130699	108.246213166	1270.8	
T	11.961130699	108.246442986	1279.2	
T	11.961130699	108.246672806	1287.6	
T	11.961130699	108.246902627	1296.6	
T	11.961130699	108.247132447	1305.7	
T	11.961130699	108.247362267	1314.7	
T	11.961130699	108.247592087	1322.6	
T	11.961130698	108.247821907	1328.6	
T	11.961130698	108.248051727	1334.7	
T	11.961130698	108.248281548	1340.7	
T	11.961130698	108.248511368	1343.1	
T	11.961130698	108.248741188	1344.5	
T	11.961130698	108.248971008	1345.9	
T	11.961130698	108.249200828	1347.0	
T	11.961130698	108.249430648	1346.2	
T	11.961130698	108.249660468	1345.4	
T	11.961130698	108.249890289	1344.6	
T	11.961130697	108.250120109	1343.2	
T	11.961130697	108.250349929	1341.4	
T	11.961130697	108.250579749	1339.5	
T	11.961130697	108.250809569	1337.7	
T	11.961130697	108.251039389	1335.0	
T	11.961130697	108.251269210	1332.3	
T	11.961130697	108.251499030	1329.5	
T	11.961130697	108.251728850	1326.8	
T	11.961130697	108.251958670	1324.1	
T	11.961130697	108.252188490	1321.4	
T	11.961130697	108.252418310	1318.7	
T	11.961130696	108.252648131	1318.5	
T	11.961130696	108.252877951	1319.7	
T	11.961130696	108.253107771	1320.8	
T	11.961130696	108.253337591	1322.0	
T	11.961130696	108.253567411	1320.0	
T	11.961130696	108.253797231	1318.0	
T	11.961130696	108.254027051	1316.1	
T	11.961130696	108.254256872	1315.0	
T	11.961130696	108.254486692	1315.3	
T	11.961130696	108.254716512	1315.6	
T	11.961130696	108.254946332	1315.9	
T	11.961130695	108.255176152	1314.8	
T	11.961130695	108.255405972	1313.2	
T	11.961130695	108.255635793	1311.7	
T	11.961130695	108.255865613	1310.6	
T	11.961130695	108.256095433	1312.7	
T	11.961130695	108.256325253	1314.7	
T	11.961130695	108.256555073	1316.7	
T	11.961130695	108.256784893	1319.1	
T	11.961130695	108.257014714	1321.8	
T	11.961130695	108.257244534	1324.5	
T	11.961130694	108.257474354	1327.2	
T	11.961130694	108.257704174	1326.2	
T	11.961130694	108.257933994	1324.7	
T	11.961130694	108.258163814	1323.2	
T	11.961130694	108.258393635	1321.7	
T	11.961130694	108.258623455	1320.1	
T	11.961130694	108.258853275	1318.6	
T	11.961130694	108.259083095	1317.0	
