latitude,longitude
21.305424249894454,106.413219
21.30542424972242,106.41346032319247
21.305424249550388,106.41370164638494
21.30542424937836,106.4139429695774
21.305424249206325,106.41418429276987
21.305424249034292,106.41442561596236
21.30542424886226,106.41466693915483
21.305424248690226,106.41490826234731
21.305424248518193,106.41514958553978
21.30542424834616,106.41539090873226
21.305424248174127,106.41563223192473
21.305424248002094,106.4158735551172
21.30542424783006,106.41611487830968
21.30542424765803,106.41635620150215
21.305424247486,106.41659752469464
21.305424247313965,106.4168388478871
21.305424247141932,106.41708017107959
21.3054242469699,106.41732149427206
21.305424246797866,106.41756281746454
21.305424246625833,106.41780414065701
21.3054242464538,106.41804546384948
21.305424246281767,106.41828678704196
21.305424246109734,106.41852811023443
21.3054242459377,106.41876943342692
21.305424245765668,106.41901075661939
21.305424245593635,106.41925207981187
21.305424245421605,106.41949340300434
21.305424245249572,106.41973472619681
21.30542424507754,106.41997604938929
21.305424244905506,106.42021737258176
21.305424244733473,106.42045869577423
21.30542424456144,106.4207000189667
21.305424244389407,106.42094134215917
21.305424244217374,106.42118266535162
21.30542424404534,106.42142398854408
21.305424243873308,106.42166531173653
21.305424243701278,106.42190663492899
21.305424243529245,106.42214795812144
21.305424243357212,106.42238928131391
21.30542424318518,106.42263060450638
21.305424243013146,106.42287192769885
21.305424242841113,106.4231132508913
21.30542424266908,106.42335457408376
21.305424242497047,106.42359589727621
21.305424242325014,106.42383722046867
21.30542424215298,106.42407854366112
21.305424241980948,106.4243198668536
21.305424241808915,106.42456119004606
21.30542424163688,106.42480251323853
21.305424241464852,106.42504383643099
21.30542424129282,106.42528515962344
21.305424241120786,106.4255264828159
21.305424240948753,106.42576780600835
21.30542424077672,106.4260091292008
21.305424240604687,106.42625045239328
21.305424240432654,106.42649177558575
21.30542424026062,106.42673309877821
21.305424240088588,106.42697442197067
21.305424239916555,106.42721574516312
21.305424239744525,106.42745706835558
21.305424239572492,106.42769839154803
21.30542423940046,106.42793971474049
21.305424239228426,106.42818103793296
21.305424239056393,106.42842236112543
21.30542423888436,106.4286636843179
21.305424238712327,106.42890500751035
21.305424238540294,106.4291463307028
21.30542423836826,106.42938765389526
21.305424238196228,106.42962897708772
21.305424238024194,106.42987030028017
21.30542423785216,106.43011162347264
21.30542423768013,106.43035294666511
21.3054242375081,106.43059426985758
21.305424237336066,106.43083559305003
21.305424237164033,106.43107691624247
21.305424236992,106.43131823943492
21.305424236819967,106.43155956262737
21.305424236647934,106.43180088581983
21.3054242364759,106.43204220901227
21.305424236303868,106.4322835322047
21.305424236131834,106.43252485539716
21.3054242359598,106.43276617858962
21.305424235787772,106.43300750178207
21.30542423561574,106.43324882497451
21.305424235443706,106.43349014816695
21.305424235271673,106.43373147135941
21.30542423509964,106.43397279455186
21.305424234927607,106.4342141177443
21.305424234755574,106.43445544093674
21.30542423458354,106.4346967641292
21.305424234411507,106.43493808732165
21.305424234239474,106.43517941051411
21.30542423406744,106.43542073370655
21.30542423389541,106.43566205689899
21.305424233723375,106.43590338009145
21.305424233551346,106.4361447032839
21.305424233379313,106.43638602647634
21.30542423320728,106.43662734966878
21.305424233035247,106.43686867286122
21.305424232863214,106.43710999605368
21.30542423269118,106.43735131924612
21.305424232519147,106.43759264243856
21.305424232347114,106.43783396563101
21.30542423217508,106.43807528882347
21.30542423200305,106.43831661201592
21.30542423183102,106.43855793520837
21.305424231658986,106.4387992584008
21.305424231486953,106.43904058159326
21.30542423131492,106.43928190478572
21.305424231142887,106.43952322797816
21.305424230970853,106.4397645511706
21.30542423079882,106.44000587436304
21.305424230626787,106.4402471975555
21.305424230454754,106.44048852074793
21.30542423028272,106.44072984394037
21.305424230110688,106.44097116713283
21.305424229938655,106.44121249032528
21.305424229766622,106.44145381351774
21.305424229594593,106.44169513671018
21.30542422942256,106.4419364599026
21.305424229250526,106.44217778309505
21.305424229078493,106.44241910628747
21.30542422890646,106.44266042947991
21.305424228734427,106.44290175267236
21.305424228562394,106.44314307586478
21.30542422839036,106.44338439905721
21.305424228218328,106.44362572224965
21.305424228046295,106.44386704544208
21.305424227874266,106.44410836863452
21.305424227702233,106.44434969182696
21.3054242275302,106.44459101501938
21.305424227358166,106.44483233821182
21.305424227186133,106.44507366140427
21.3054242270141,106.44531498459669
21.305424226842067,106.44555630778913
21.305424226670034,106.44579763098157
21.305424226498,106.446038954174
21.305424226325968,106.44628027736643
21.305424226153935,106.44652160055887
21.305424225981902,106.4467629237513
21.30542422580987,106.44700424694373
21.30542422563784,106.44724557013618
21.305424225465806,106.4474868933286
21.305424225293773,106.44772821652104
21.30542422512174,106.44796953971348
21.305424224949707,106.44821086290591
21.305424224777674,106.44845218609835
21.30542422460564,106.44869350929079
21.305424224433608,106.44893483248322
21.305424224261575,106.44917615567564
21.305424224089542,106.44941747886809
21.305424223917512,106.44965880206051
21.30542422374548,106.44990012525295
21.305424223573446,106.4501414484454
21.305424223401413,106.45038277163782
21.30542422322938,106.45062409483026
21.305424223057347,106.4508654180227
21.305424222885314,106.45110674121513
21.30542422271328,106.45134806440757
21.305424222541248,106.45158938760001
21.305424222369215,106.45183071079244
21.305424222197182,106.45207203398486
21.30542422202515,106.4523133571773
21.305424221853116,106.45255468036973
21.305424221681083,106.45279600356216
21.30542422150905,106.45303732675458
21.30542422133702,106.45327864994701
21.305424221164987,106.45351997313944
21.305424220992954,106.45376129633185
21.30542422082092,106.45400261952427
21.305424220648888,106.45424394271669
21.305424220476855,106.45448526590911
21.305424220304822,106.45472658910153
21.30542422013279,106.45496791229395
21.30542421996076,106.45520923548638
21.305424219788726,106.45545055867879
21.305424219616693,106.45569188187122
21.30542421944466,106.45593320506363
21.305424219272627,106.45617452825606
21.305424219100594,106.45641585144847
21.30542421892856,106.4566571746409
21.305424218756528,106.45689849783331
21.305424218584495,106.45713982102573
21.305424218412462,106.45738114421815
21.30542421824043,106.45762246741057
21.305424218068396,106.457863790603
21.305424217896366,106.45810511379541
21.305424217724333,106.45834643698784
21.3054242175523,106.45858776018025
21.305424217380267,106.45882908337268
21.305424217208234,106.45907040656509
21.3054242170362,106.45931172975752
21.305424216864168,106.45955305294993
21.305424216692135,106.45979437614236
21.3054242165201,106.46003569933477
21.30542421634807,106.4602770225272
21.305424216176036,106.46051834571962
21.305424216004006,106.46075966891203
21.305424215831973,106.46100099210446
21.30542421565994,106.46124231529687
21.30519938508643,106.413219
21.305199384914395,106.41346032282311
21.305199384742362,106.41370164564623
21.305199384570333,106.41394296846933
21.3051993843983,106.41418429129244
21.30519938422627,106.41442561411556
21.305199384054237,106.41466693693866
21.305199383882208,106.41490825976177
21.305199383710175,106.41514958258489
21.305199383538145,106.41539090540799
21.305199383366112,106.4156322282311
21.305199383194083,106.41587355105422
21.30519938302205,106.41611487387732
21.30519938285002,106.41635619670042
21.30519938267799,106.41659751952353
21.305199382505958,106.41683884234664
21.305199382333928,106.41708016516975
